time,j1,j2,j3,j4,j5,j6,j7,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,quat_x,quat_y,quat_z,quat_w
0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5193894085431205,9.47062178571823,9.8,0.49688013784373675,0.8678191796776499,0.0,0.0,0.0,0.0,1.0
0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6139680795505456,9.444954784385727,9.8,0.5141359916531132,0.8577086813638242,0.0,0.0,0.0,0.0,1.0
0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.708285355928315,9.418343295445556,9.8,0.5311861979208834,0.8472551110134161,0.0,0.0,0.0,0.0,1.0
0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8023318060273885,9.390789980024433,9.8,0.5480239367918736,0.8364626499151869,0.0,0.0,0.0,0.0,1.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8960980252811277,9.36229759343094,9.8,0.5646424733950354,0.8253356149096783,0.0,0.0,0.0,0.0,1.0
0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9895746371457466,9.332868984879992,9.8,0.5810351605373051,0.8138784566625339,0.0,0.0,0.0,0.0,1.0
0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.082752294037954,9.30250709720792,9.8,0.5971954413623921,0.8020957578842927,0.0,0.0,0.0,0.0,1.0
0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17562167826971,9.271214966578194,9.8,0.6131168519734338,0.7899922314973651,0.0,0.0,0.0,0.0,1.0
0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.268173502979981,9.238995722177794,9.8,0.6287930240184686,0.7775727187509279,0.0,0.0,0.0,0.0,1.0
0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3603985130634237,9.205852585904314,9.8,0.6442176872376911,0.7648421872844884,0.0,0.0,0.0,0.0,1.0
0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.452287486095882,9.171788872043761,9.8,0.6593846719714731,0.751805729140895,0.0,0.0,0.0,0.0,1.0
0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5438312332566277,9.136807986939138,9.8,0.674287911628145,0.7384685587295879,0.0,0.0,0.0,0.0,1.0
0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6350206002472305,9.1009134286498,9.8,0.6889214451105513,0.7248360107409052,0.0,0.0,0.0,0.0,1.0
0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7258464682069823,9.064108786601668,9.8,0.7032794192004101,0.7109135380122773,0.0,0.0,0.0,0.0,1.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8162997546247754,9.026397741228275,9.8,0.7173560908995228,0.6967067093471654,0.0,0.0,0.0,0.0,1.0
0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9063714142473454,8.987784063602732,9.8,0.7311458297268959,0.6822212072876135,0.0,0.0,0.0,0.0,1.0
0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.996052439983788,8.948271615060621,9.8,0.7446431199708593,0.6674628258413081,0.0,0.0,0.0,0.0,1.0
0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.085333863806266,8.907864346813874,9.8,0.757842562895277,0.6524374681640519,0.0,0.0,0.0,0.0,1.0
0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174206757646797,8.866566299555641,9.8,0.7707388788989693,0.6371511441985802,0.0,0.0,0.0,0.0,1.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.262662234290056,8.824381603056235,9.8,0.7833269096274834,0.6216099682706644,0.0,0.0,0.0,0.0,1.0
0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.350691448262094,8.781314475750147,9.8,0.795601620036366,0.6058201566434628,0.0,0.0,0.0,0.0,1.0
0.47000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43828559671487,8.737369224314225,9.8,0.8075581004051143,0.5897880250310982,0.0,0.0,0.0,0.0,1.0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.525435920306533,8.692550243236985,9.8,0.8191915683009983,0.5735199860724567,0.0,0.0,0.0,0.0,1.0
0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.612133704077349,8.646862014379192,9.8,0.8304973704919705,0.5570225467662173,0.0,0.0,0.0,0.0,1.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69837027832119,8.600309106525653,9.8,0.8414709848078965,0.5403023058681398,0.0,0.0,0.0,0.0,1.0
0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.784137019452493,8.552896174928364,9.8,0.852108021949363,0.5233659512516495,0.0,0.0,0.0,0.0,1.0
0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86942535086862,8.504627960840969,9.8,0.8624042272433384,0.5062202572327784,0.0,0.0,0.0,0.0,1.0
0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9542267438075,8.455509291044658,9.8,0.8723554823449863,0.4888720818605275,0.0,0.0,0.0,0.0,1.0
0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03853271820051,8.405545077365478,9.8,0.8819578068849475,0.47132836417373997,0.0,0.0,0.0,0.0,1.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.122334843520461,8.354740316183156,9.8,0.8912073600614354,0.4535961214255773,0.0,0.0,0.0,0.0,1.0
0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.205624739624658,8.303100087931478,9.8,0.9001004421765051,0.4356824462767121,0.0,0.0,0.0,0.0,1.0
0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2883940775928995,8.250629556590233,9.8,0.9086334961158833,0.41759450395835795,0.0,0.0,0.0,0.0,1.0
0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3706345805603615,8.197333969168833,9.8,0.9168031087717669,0.3993395294062732,0.0,0.0,0.0,0.0,1.0
0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4523380245452815,8.143218655181604,9.8,0.9246060124080203,0.38092482436688185,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.533496239271347,8.088289026114849,9.8,0.9320390859672263,0.3623577544766736,0.0,0.0,0.0,0.0,1.0
0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.614101108984717,8.032550574885699,9.8,0.9390993563190676,0.34364574631604705,0.0,0.0,0.0,0.0,1.0
0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69414457326559,7.976008875292833,9.8,0.945783999449539,0.32479628443877623,0.0,0.0,0.0,0.0,1.0
0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.773618627834241,7.918669581459089,9.8,0.9520903415905158,0.30581690837828934,0.0,0.0,0.0,0.0,1.0
0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.852515325351443,7.860538427266069,9.8,0.9580158602892249,0.2867152096319555,0.0,0.0,0.0,0.0,1.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.930826776213188,7.801621225780748,9.8,0.963558185417193,0.26749882862458735,0.0,0.0,0.0,0.0,1.0
0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.008545149339652,7.741923868674179,9.8,0.9687151001182652,0.2481754516523729,0.0,0.0,0.0,0.0,1.0
0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.085662672958286,7.681452325632323,9.8,0.9734845416953194,0.22875280780845939,0.0,0.0,0.0,0.0,1.0
0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162171635380993,7.6202126437590945,9.8,0.9778646024353163,0.20923866589141926,0.0,0.0,0.0,0.0,1.0
0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.238064385775287,7.558210946971645,9.8,0.9818535303723598,0.18964083129783424,0.0,0.0,0.0,0.0,1.0
0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.313333334929373,7.4954534353879865,9.8,0.9854497299884603,0.16996714290024081,0.0,0.0,0.0,0.0,1.0
0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.387970956011059,7.431946384706981,9.8,0.9886517628517197,0.15022546991168584,0.0,0.0,0.0,0.0,1.0
0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.461969785320437,7.367696145580772,9.8,0.9914583481916864,0.13042370873814554,0.0,0.0,0.0,0.0,1.0
0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53532242303624,7.30270914297973,9.8,0.9938683634116449,0.11056977982006959,0.0,0.0,0.0,0.0,1.0
0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608021533955822,7.236991875549962,9.8,0.99588084453764,0.09067162446430968,0.0,0.0,0.0,0.0,1.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680059848228675,7.170550914963445,9.8,0.9974949866040544,0.0707372016677029,0.0,0.0,0.0,0.0,1.0
0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.751430162083404,7.103392905260871,9.8,0.998710143975583,0.05077448493357918,0.0,0.0,0.0,0.0,1.0
0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.822125338548096,7.035524562187245,9.8,0.9995258306054791,0.03079145908246612,0.0,0.0,0.0,0.0,1.0
0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89213830816402,6.966952672520318,9.8,0.9999417202299663,0.010796117058267392,0.0,0.0,0.0,0.0,1.0
0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9614620696925575,6.897684093391914,9.8,0.9999576464987401,-0.009203543268808336,0.0,0.0,0.0,0.0,1.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.030089690815323,6.827725751602221,9.8,0.9995736030415051,-0.029199522301288815,0.0,0.0,0.0,0.0,1.0
0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0980143088273975,6.75708464292712,9.8,0.998789743470524,-0.049183821914170554,0.0,0.0,0.0,0.0,1.0
0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1652291313235805,6.685767831418612,9.8,0.9976063813191737,-0.06914844865406217,0.0,0.0,0.0,0.0,1.0
0.8300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.231727436877636,6.613782448698418,9.8,0.9960239899165367,-0.08908541693645919,0.0,0.0,0.0,0.0,1.0
0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.297502575714422,6.54113569324482,9.8,0.994043202198076,-0.10898675223987112,0.0,0.0,0.0,0.0,1.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362547970374869,6.467834829672826,9.8,0.9916648104524686,-0.12884449429552464,0.0,0.0,0.0,0.0,1.0
0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.426857116373715,6.393887188007709,9.8,0.9888897660047015,-0.14865070027136365,0.0,0.0,0.0,0.0,1.0
0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49042358284995,6.319300162952012,9.8,0.9857191788355535,-0.16839744794907702,0.0,0.0,0.0,0.0,1.0
0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5532410132099,6.244081213146086,9.8,0.9821543171376185,-0.1880768388928801,0.0,0.0,0.0,0.0,1.0
0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.615303125762874,6.16823786042223,9.8,0.9781966068080447,-0.2076810016087838,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.676603714349338,6.0917776890525115,9.8,0.9738476308781951,-0.2272020946930871,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.737136648961515,6.014708344990353,9.8,0.9691091288804563,-0.24663230996883403,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.796895876356388,5.937037535105936,9.8,0.9639829961524481,-0.2659638756089804,0.0,0.0,0.0,0.0,1.0
0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855875420661017,5.858773026415523,9.8,0.9584712830789142,-0.28518905924502086,0.0,0.0,0.0,0.0,1.0
0.9400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.914069383970121,5.7799226453047625,9.8,0.9525761942715953,-0.3043001710598334,0.0,0.0,0.0,0.0,1.0
0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.971471946935863,5.700494276746058,9.8,0.9463000876874145,-0.3232895668635036,0.0,0.0,0.0,0.0,1.0
0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.028077369349784,5.620495863510076,9.8,0.9396454736853249,-0.3421496511508982,0.0,0.0,0.0,0.0,1.0
0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.083879990716811,5.539935405371473,9.8,0.9326150140222005,-0.36087288013976715,0.0,0.0,0.0,0.0,1.0
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.138874230821312,5.45882095830893,9.8,0.9252115207881683,-0.3794517647881545,0.0,0.0,0.0,0.0,1.0
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1930545902851,5.3771606336995585,9.8,0.9174379552818098,-0.397878873789916,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246415651117387,5.29496259750777,9.8,0.9092974268256817,-0.4161468365471424,0.0,0.0,0.0,0.0,1.0
1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29895207725655,5.212235069468684,9.8,0.9007931915226273,-0.4342483461183005,0.0,0.0,0.0,0.0,1.0
1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.350658615103757,5.128986322266166,9.8,0.8919286509533796,-0.45217616214091194,0.0,0.0,0.0,0.0,1.0
1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.401530094048313,5.045224680705562,9.8,0.8827073508159741,-0.4699231137276022,0.0,0.0,0.0,0.0,1.0
1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.451561426984718,4.960958520881229,9.8,0.8731329795075164,-0.4874821023343594,0.0,0.0,0.0,0.0,1.0
1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.500747610821367,4.876196269338925,9.8,0.8632093666488737,-0.5048461045998576,0.0,0.0,0.0,0.0,1.0
1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549083726980866,4.79094640223317,9.8,0.8529404815528762,-0.5220081751547073,0.0,0.0,0.0,0.0,1.0
1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59656494189188,4.705217444479635,9.8,0.8423304316366457,-0.5389614493995115,0.0,0.0,0.0,0.0,1.0
1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.643186507472485,4.619017968902652,9.8,0.8313834607786831,-0.5556991462506127,0.0,0.0,0.0,0.0,1.0
1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.688943761604977,4.532356595377948,9.8,0.8201039476213742,-0.5722145708524369,0.0,0.0,0.0,0.0,1.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.733832128602067,4.445241989970658,9.8,0.8084964038195901,-0.5885011172553458,0.0,0.0,0.0,0.0,1.0
1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.777847119664468,4.357682864068726,9.8,0.7965654722360865,-0.6045522710579296,0.0,0.0,0.0,0.0,1.0
1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82098433332975,4.269687973511779,9.8,0.7843159250844198,-0.6203616120126798,0.0,0.0,0.0,0.0,1.0
1.1300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.863239455912495,4.181266117715541,9.8,0.7717526620201257,-0.6359228165940027,0.0,0.0,0.0,0.0,1.0
1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.904608261935657,4.092426138791908,9.8,0.7588807081809218,-0.6512296605275459,0.0,0.0,0.0,0.0,1.0
1.1500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.945086614553107,4.003176920664741,9.8,0.74570521217672,-0.6662760212798244,0.0,0.0,0.0,0.0,1.0
1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.984670465963315,3.913527388181478,9.8,0.7322314440302514,-0.6810558805071525,0.0,0.0,0.0,0.0,1.0
1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02335585781413,3.823486506220657,9.8,0.7184647930691263,-0.6955633264629021,0.0,0.0,0.0,0.0,1.0
1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0611389215986,3.7330632787954423,9.8,0.7044107657701763,-0.7097925563621205,0.0,0.0,0.0,0.0,1.0
1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.098015879041833,3.6422667481532236,9.8,0.6900749835569364,-0.7237378787025686,0.0,0.0,0.0,0.0,1.0
1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.133983042478818,3.551105993871402,9.8,0.675463180551151,-0.7373937155412454,0.0,0.0,0.0,0.0,1.0
1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.169036815223182,3.459590131949438,9.8,0.6605812012792007,-0.7507546047254909,0.0,0.0,0.0,0.0,1.0
1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.203173691926864,3.367728313897261,9.8,0.6454349983343707,-0.7638152020777741,0.0,0.0,0.0,0.0,1.0
1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.236390258930635,3.275529725820126,9.8,0.6300306299958922,-0.776570283533293,0.0,0.0,0.0,0.0,1.0
1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.268683194605483,3.183003587500007,9.8,0.6143742578057118,-0.7890147472295311,0.0,0.0,0.0,0.0,1.0
1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.300049269684745,3.090159151473633,9.8,0.5984721441039565,-0.8011436155469337,0.0,0.0,0.0,0.0,1.0
1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.330485347587056,2.9970057021072356,9.8,0.5823306495240819,-0.81295203709989,0.0,0.0,0.0,0.0,1.0
1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.359988384729984,2.903552554668124,9.8,0.5659562304487028,-0.8244352886772223,0.0,0.0,0.0,0.0,1.0
1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.388555430834405,2.809809054393164,9.8,0.5493554364271266,-0.8355887771314077,0.0,0.0,0.0,0.0,1.0
1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.416183629219512,2.7157845755542644,9.8,0.5325349075556212,-0.8464080412157756,0.0,0.0,0.0,0.0,1.0
1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.442870217088492,2.6214885205209564,9.8,0.5155013718214642,-0.8568887533689473,0.0,0.0,0.0,0.0,1.0
1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.468612525804794,2.526930318820162,9.8,0.49826164241183857,-0.8670267214458024,0.0,0.0,0.0,0.0,1.0
1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.493407981159,2.4321194261932546,9.8,0.48082261498864826,-0.8768178903942815,0.0,0.0,0.0,0.0,1.0
1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.517254103626238,2.337065323650487,9.8,0.4631912649303452,-0.886258343877352,0.0,0.0,0.0,0.0,1.0
1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54014850861413,2.241777516522902,9.8,0.44537464454187115,-0.8953443058394921,0.0,0.0,0.0,0.0,1.0
1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.562088906701259,2.146265533511807,9.8,0.4273798802338298,-0.9040721420170612,0.0,0.0,0.0,0.0,1.0
1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5830731038661,2.050538925735909,9.8,0.4092141696720173,-0.912438361391958,0.0,0.0,0.0,0.0,1.0
1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.60309900170642,1.9546072657762141,9.8,0.3908847788984522,-0.9204396175879807,0.0,0.0,0.0,0.0,1.0
1.3800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.622164597649126,1.8584801467187757,9.8,0.3723990394250553,-0.9280727102093327,0.0,0.0,0.0,0.0,1.0
1.3900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.640267985150512,1.7621671811953938,9.8,0.3537643453011427,-0.9353345861207388,0.0,0.0,0.0,0.0,1.0
1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.657407353886912,1.6656780004223601,9.8,0.33498815015590466,-0.9422223406686583,0.0,0.0,0.0,0.0,1.0
1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.673580989935735,1.5690222532373466,9.8,0.3160779642170538,-0.948733218843107,0.0,0.0,0.0,0.0,1.0
1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.688787275946854,1.4722096051345213,9.8,0.2970413513068324,-0.9548646163796264,0.0,0.0,0.0,0.0,1.0
1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.703024691304343,1.3752497372980201,9.8,0.2778859258165868,-0.9606140808009522,0.0,0.0,0.0,0.0,1.0
1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.716291812278527,1.2781523456338264,9.8,0.25861934966111083,-0.9659793123979747,0.0,0.0,0.0,0.0,1.0
1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.728587312168369,1.180927139800193,9.8,0.23924932921398243,-0.9709581651495905,0.0,0.0,0.0,0.0,1.0
1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73990996143412,1.0835838422366821,9.8,0.21978361222511694,-0.9755486475810826,0.0,0.0,0.0,0.0,1.0
1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.750258627820294,0.9861321871919311,9.8,0.20022998472177053,-0.9797489235606842,0.0,0.0,0.0,0.0,1.0
1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.759632276468873,0.8885819197502349,9.8,0.18059626789423291,-0.9835573130340064,0.0,0.0,0.0,0.0,1.0
1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.768029970022805,0.7909427948570462,9.8,0.16089031496745576,-0.9869722926960376,0.0,0.0,0.0,0.0,1.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.775450868719734,0.6932245763434886,9.8,0.1411200080598672,-0.9899924966004454,0.0,0.0,0.0,0.0,1.0
